terrain,window_size,line_start,line_end,dominant_marker,dominant_marker_share,transition_from_prior,replay_class,boundary_note
interrupted_replay_v1,100,5901,6000,recomposed_tail,1.0,phase_holds,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,100,6001,6100,recomposed_tail,1.0,phase_holds,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,100,6101,6200,recomposed_tail,1.0,phase_holds,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,100,6201,6300,recomposed_tail,1.0,phase_holds,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,100,6301,6400,recomposed_tail,1.0,phase_holds,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,100,6401,6500,recomposed_tail,1.0,phase_holds,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,100,6501,6600,recomposed_tail,1.0,phase_holds,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,100,6601,6700,recomposed_tail,1.0,phase_holds,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,100,6701,6800,recomposed_tail,1.0,phase_holds,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,100,6801,6900,recomposed_tail,1.0,phase_holds,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,100,6901,7000,recomposed_tail,1.0,phase_holds,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,1,250,replay_phase_A,1.0,initial,initial_replay,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,251,500,replay_phase_A,1.0,phase_holds,initial_replay,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,501,750,replay_phase_A,1.0,phase_holds,initial_replay,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,751,1000,replay_phase_A,1.0,phase_holds,initial_replay,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,1001,1250,replay_phase_A,1.0,phase_holds,initial_replay,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,1251,1500,replay_phase_A,1.0,phase_holds,initial_replay,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,1501,1750,replay_phase_A,1.0,phase_holds,initial_replay,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,1751,2000,interruption_gap,0.624,replay_phase_A_to_interruption_gap,gap_dominant,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,2001,2250,interruption_gap,0.876,phase_holds,gap_dominant,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,2251,2500,interruption_gap,0.824,phase_holds,gap_dominant,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,2501,2750,replay_phase_B_partial_restart,0.6,interruption_gap_to_replay_phase_B_partial_restart,partial_restart,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,2751,3000,replay_phase_B_partial_restart,1.0,phase_holds,partial_restart,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,3001,3250,replay_phase_B_partial_restart,1.0,phase_holds,partial_restart,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,3251,3500,replay_phase_B_partial_restart,1.0,phase_holds,partial_restart,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,3501,3750,replay_phase_B_partial_restart,1.0,phase_holds,partial_restart,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,3751,4000,replay_phase_B_partial_restart,1.0,phase_holds,partial_restart,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,4001,4250,replay_phase_B_partial_restart,1.0,phase_holds,partial_restart,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,4251,4500,quiet_reentry_field,0.436,replay_phase_B_partial_restart_to_quiet_reentry_field,quiet_or_mixed,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,4501,4750,quiet_reentry_field,0.524,phase_holds,quiet_or_mixed,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,4751,5000,quiet_reentry_field,0.556,phase_holds,quiet_or_mixed,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,5001,5250,quiet_reentry_field,0.604,phase_holds,quiet_or_mixed,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,5251,5500,mixed_reentry,0.524,quiet_reentry_field_to_mixed_reentry,mixed_reentry,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,5501,5750,recomposed_tail,0.6,mixed_reentry_to_recomposed_tail,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,5751,6000,recomposed_tail,1.0,phase_holds,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,6001,6250,recomposed_tail,1.0,phase_holds,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,6251,6500,recomposed_tail,1.0,phase_holds,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,6501,6750,recomposed_tail,1.0,phase_holds,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,250,6751,7000,recomposed_tail,1.0,phase_holds,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,500,1,500,replay_phase_A,1.0,initial,initial_replay,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,500,501,1000,replay_phase_A,1.0,phase_holds,initial_replay,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,500,1001,1500,replay_phase_A,1.0,phase_holds,initial_replay,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,500,1501,2000,replay_phase_A,0.6,phase_holds,initial_replay,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,500,2001,2500,interruption_gap,0.85,replay_phase_A_to_interruption_gap,gap_dominant,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,500,2501,3000,replay_phase_B_partial_restart,0.8,interruption_gap_to_replay_phase_B_partial_restart,partial_restart,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,500,3001,3500,replay_phase_B_partial_restart,1.0,phase_holds,partial_restart,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,500,3501,4000,replay_phase_B_partial_restart,1.0,phase_holds,partial_restart,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,500,4001,4500,replay_phase_B_partial_restart,0.6,phase_holds,partial_restart,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,500,4501,5000,quiet_reentry_field,0.54,replay_phase_B_partial_restart_to_quiet_reentry_field,quiet_or_mixed,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,500,5001,5500,quiet_reentry_field,0.54,phase_holds,quiet_or_mixed,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,500,5501,6000,recomposed_tail,0.8,quiet_reentry_field_to_recomposed_tail,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,500,6001,6500,recomposed_tail,1.0,phase_holds,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,500,6501,7000,recomposed_tail,1.0,phase_holds,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,1000,1,1000,replay_phase_A,1.0,initial,initial_replay,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,1000,1001,2000,replay_phase_A,0.8,phase_holds,initial_replay,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,1000,2001,3000,interruption_gap,0.51,replay_phase_A_to_interruption_gap,gap_dominant,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,1000,3001,4000,replay_phase_B_partial_restart,1.0,interruption_gap_to_replay_phase_B_partial_restart,partial_restart,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,1000,4001,5000,quiet_reentry_field,0.379,replay_phase_B_partial_restart_to_quiet_reentry_field,quiet_or_mixed,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,1000,5001,6000,recomposed_tail,0.4,quiet_reentry_field_to_recomposed_tail,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
interrupted_replay_v1,1000,6001,7000,recomposed_tail,1.0,phase_holds,tail_recomposition,interruption_reentry_diagnostic_not_identity_claim
