terrain,window_size,line_start,line_end,pseudo_cadence,imperfect_echo,reinforcement_candidate,divergence_zone,total_marked,marked_share,weak_signal_class,boundary_note
sparse_misleading_structural_v2,50,1451,1500,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1501,1550,11,0,0,0,11,0.22,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1551,1600,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1601,1650,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1651,1700,9,31,10,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1701,1750,0,50,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1751,1800,0,39,0,0,39,0.78,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1801,1850,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1851,1900,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1901,1950,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,1951,2000,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2001,2050,11,0,0,0,11,0.22,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2051,2100,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2101,2150,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2151,2200,9,0,0,0,9,0.18,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2201,2250,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2251,2300,0,0,0,1,1,0.02,weak_trace_present,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2301,2350,0,0,0,50,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2351,2400,0,6,0,44,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2401,2450,0,50,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2451,2500,0,50,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2501,2550,11,14,0,25,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2551,2600,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2601,2650,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2651,2700,9,0,0,0,9,0.18,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2701,2750,0,0,11,0,11,0.22,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2751,2800,0,0,50,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2801,2850,0,0,50,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2851,2900,0,0,29,0,29,0.58,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2901,2950,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,2951,3000,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3001,3050,11,0,0,0,11,0.22,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3051,3100,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3101,3150,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3151,3200,9,41,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3201,3250,0,39,0,0,39,0.78,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3251,3300,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3301,3350,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3351,3400,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3401,3450,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3451,3500,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3501,3550,11,0,0,0,11,0.22,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3551,3600,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3601,3650,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3651,3700,9,0,0,1,10,0.2,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3701,3750,0,0,0,50,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3751,3800,0,0,0,50,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3801,3850,0,6,5,39,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3851,3900,0,50,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3901,3950,0,50,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,3951,4000,0,14,15,0,29,0.58,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4001,4050,11,0,0,0,11,0.22,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4051,4100,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4101,4150,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4151,4200,9,0,0,0,9,0.18,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4201,4250,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4251,4300,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4301,4350,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4351,4400,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4401,4450,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4451,4500,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4501,4550,11,0,0,0,11,0.22,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4551,4600,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4601,4650,50,0,0,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4651,4700,9,30,0,0,39,0.78,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4701,4750,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4751,4800,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4801,4850,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4851,4900,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4901,4950,0,0,11,0,11,0.22,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,50,4951,5000,0,0,50,0,50,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,1,100,61,0,0,0,61,0.61,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,101,200,59,0,0,0,59,0.59,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,201,300,0,81,0,0,81,0.81,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,301,400,0,39,0,0,39,0.39,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,401,500,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,501,600,61,0,0,0,61,0.61,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,601,700,59,0,20,0,79,0.79,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,701,800,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,801,900,0,0,0,1,1,0.01,weak_trace_present,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,901,1000,0,56,0,44,100,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,1001,1100,61,39,0,0,100,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,1101,1200,59,0,0,20,79,0.79,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,1201,1300,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,1301,1400,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,1401,1500,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,1501,1600,61,0,0,0,61,0.61,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,1601,1700,59,31,10,0,100,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,1701,1800,0,89,0,0,89,0.89,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,1801,1900,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,1901,2000,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,2001,2100,61,0,0,0,61,0.61,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,2101,2200,59,0,0,0,59,0.59,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,2201,2300,0,0,0,1,1,0.01,weak_trace_present,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,2301,2400,0,6,0,94,100,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,2401,2500,0,100,0,0,100,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,2501,2600,61,14,0,25,100,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,2601,2700,59,0,0,0,59,0.59,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,2701,2800,0,0,61,0,61,0.61,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,2801,2900,0,0,79,0,79,0.79,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,2901,3000,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,3001,3100,61,0,0,0,61,0.61,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,3101,3200,59,41,0,0,100,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,3201,3300,0,39,0,0,39,0.39,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,3301,3400,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,3401,3500,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,3501,3600,61,0,0,0,61,0.61,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,3601,3700,59,0,0,1,60,0.6,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,3701,3800,0,0,0,100,100,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,3801,3900,0,56,5,39,100,1.0,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,3901,4000,0,64,15,0,79,0.79,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,4001,4100,61,0,0,0,61,0.61,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,4101,4200,59,0,0,0,59,0.59,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,4201,4300,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,4301,4400,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,4401,4500,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,4501,4600,61,0,0,0,61,0.61,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,4601,4700,59,30,0,0,89,0.89,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,4701,4800,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,4801,4900,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,100,4901,5000,0,0,61,0,61,0.61,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,1,250,120,31,0,0,151,0.604,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,251,500,0,89,0,0,89,0.356,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,501,750,120,0,20,0,140,0.56,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,751,1000,0,56,0,45,101,0.404,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,1001,1250,120,39,0,20,179,0.716,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,1251,1500,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,1501,1750,120,81,10,0,211,0.844,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,1751,2000,0,39,0,0,39,0.156,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,2001,2250,120,0,0,0,120,0.48,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,2251,2500,0,106,0,95,201,0.804,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,2501,2750,120,14,11,25,170,0.68,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,2751,3000,0,0,129,0,129,0.516,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,3001,3250,120,80,0,0,200,0.8,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,3251,3500,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,3501,3750,120,0,0,51,171,0.684,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,3751,4000,0,120,20,89,229,0.916,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,4001,4250,120,0,0,0,120,0.48,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,4251,4500,0,0,0,0,0,0.0,quiet,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,4501,4750,120,30,0,0,150,0.6,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,250,4751,5000,0,0,61,0,61,0.244,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,500,1,500,120,120,0,0,240,0.48,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,500,501,1000,120,56,20,45,241,0.482,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,500,1001,1500,120,39,0,20,179,0.358,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,500,1501,2000,120,120,10,0,250,0.5,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,500,2001,2500,120,106,0,95,321,0.642,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,500,2501,3000,120,14,140,25,299,0.598,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,500,3001,3500,120,80,0,0,200,0.4,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,500,3501,4000,120,120,20,140,400,0.8,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,500,4001,4500,120,0,0,0,120,0.24,local_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,500,4501,5000,120,30,61,0,211,0.422,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,1000,1,1000,240,176,20,45,481,0.481,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,1000,1001,2000,240,159,10,20,429,0.429,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,1000,2001,3000,240,120,140,120,620,0.62,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,1000,3001,4000,240,200,20,140,600,0.6,dense_weak_motif_region,weak_signal_presence_not_residual_admission
sparse_misleading_structural_v2,1000,4001,5000,240,30,61,0,331,0.331,local_weak_motif_region,weak_signal_presence_not_residual_admission
