terrain,window_size,line_start,line_end,dominant_motif,dominant_motif_share,dominant_marker,dominant_marker_share,drift_from_prior,cadence_class,boundary_note
pseudo_periodic_drift_v1,25,4326,4350,alpha cadence one,0.56,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4351,4375,gamma cadence three,0.64,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4376,4400,delta cadence four,0.8,pseudo_periodic,0.96,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4401,4425,none,1.0,quiet_carrier,1.0,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4426,4450,none,0.56,quiet_carrier,0.56,motif_holds,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4451,4475,delta cadence four,0.64,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4476,4500,alpha cadence one,0.8,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4501,4525,gamma cadence three,0.76,pseudo_periodic,0.76,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4526,4550,none,1.0,quiet_carrier,1.0,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4551,4575,beta cadence two,0.64,pseudo_periodic,0.64,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4576,4600,gamma cadence three,0.8,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4601,4625,delta cadence four,0.76,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4626,4650,alpha cadence one,0.56,pseudo_periodic,0.56,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4651,4675,none,1.0,quiet_carrier,1.0,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4676,4700,delta cadence four,0.8,pseudo_periodic,0.84,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4701,4725,alpha cadence one,0.76,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4726,4750,beta cadence two,0.56,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4751,4775,gamma cadence three,0.36,cadence_interruption,0.4,motif_shifts,weak_or_fragmented_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4776,4800,none,0.96,quiet_carrier,0.96,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4801,4825,delta cadence four,0.96,delayed_phase_echo,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4826,4850,alpha cadence one,0.96,delayed_phase_echo,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4851,4875,beta cadence two,0.96,delayed_phase_echo,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4876,4900,none,0.84,quiet_carrier,0.84,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4901,4925,none,0.76,quiet_carrier,0.76,motif_holds,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4926,4950,delta cadence four,0.56,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4951,4975,beta cadence two,0.64,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,4976,5000,gamma cadence three,0.8,pseudo_periodic,0.96,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5001,5025,none,1.0,quiet_carrier,1.0,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5026,5050,none,0.56,quiet_carrier,0.56,motif_holds,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5051,5075,gamma cadence three,0.64,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5076,5100,delta cadence four,0.8,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5101,5125,alpha cadence one,0.76,pseudo_periodic,0.76,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5126,5150,none,1.0,quiet_carrier,1.0,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5151,5175,delta cadence four,0.64,pseudo_periodic,0.64,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5176,5200,alpha cadence one,0.8,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5201,5225,beta cadence two,0.76,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5226,5250,gamma cadence three,0.56,pseudo_periodic,0.56,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5251,5275,none,1.0,quiet_carrier,1.0,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5276,5300,beta cadence two,0.8,pseudo_periodic,0.84,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5301,5325,gamma cadence three,0.76,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5326,5350,delta cadence four,0.56,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5351,5375,none,0.64,quiet_carrier,0.64,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5376,5400,none,0.96,quiet_carrier,0.96,motif_holds,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5401,5425,alpha cadence one,0.76,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5426,5450,beta cadence two,0.56,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5451,5475,delta cadence four,0.64,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5476,5500,none,0.84,quiet_carrier,0.84,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5501,5525,none,0.76,quiet_carrier,0.76,motif_holds,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5526,5550,gamma cadence three,0.56,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5551,5575,alpha cadence one,0.64,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5576,5600,beta cadence two,0.8,pseudo_periodic,0.96,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5601,5625,none,1.0,quiet_carrier,1.0,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5626,5650,none,0.56,quiet_carrier,0.56,motif_holds,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5651,5675,beta cadence two,0.64,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5676,5700,gamma cadence three,0.8,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5701,5725,delta cadence four,0.76,pseudo_periodic,0.76,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5726,5750,none,1.0,quiet_carrier,1.0,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5751,5775,gamma cadence three,0.64,pseudo_periodic,0.64,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5776,5800,delta cadence four,0.8,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5801,5825,alpha cadence one,0.76,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5826,5850,beta cadence two,0.56,pseudo_periodic,0.56,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5851,5875,none,1.0,quiet_carrier,1.0,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5876,5900,alpha cadence one,0.8,pseudo_periodic,0.84,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5901,5925,beta cadence two,0.76,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5926,5950,gamma cadence three,0.56,pseudo_periodic,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5951,5975,none,0.64,quiet_carrier,0.64,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,25,5976,6000,none,0.96,quiet_carrier,0.96,motif_holds,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1,50,beta cadence two,0.4,pseudo_periodic,1.0,initial,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,51,100,none,0.42,pseudo_periodic,0.58,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,101,150,gamma cadence three,0.4,pseudo_periodic,0.62,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,151,200,alpha cadence one,0.4,pseudo_periodic,0.98,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,201,250,none,0.78,quiet_carrier,0.78,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,251,300,beta cadence two,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,301,350,none,0.62,quiet_carrier,0.62,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,351,400,gamma cadence three,0.4,pseudo_periodic,0.82,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,401,450,beta cadence two,0.4,pseudo_periodic,0.78,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,451,500,none,0.58,quiet_carrier,0.58,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,501,550,gamma cadence three,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,551,600,none,0.6,quiet_carrier,0.6,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,601,650,delta cadence four,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,651,700,none,0.42,pseudo_periodic,0.58,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,701,750,alpha cadence one,0.4,pseudo_periodic,0.62,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,751,800,gamma cadence three,0.4,pseudo_periodic,0.98,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,801,850,none,0.78,quiet_carrier,0.78,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,851,900,delta cadence four,0.4,pseudo_periodic,0.98,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,901,950,alpha cadence one,0.5,delayed_phase_echo,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,951,1000,gamma cadence three,0.5,delayed_phase_echo,0.58,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1001,1050,alpha cadence one,0.4,pseudo_periodic,0.78,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1051,1100,none,0.58,quiet_carrier,0.58,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1101,1150,beta cadence two,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1151,1200,none,0.8,quiet_carrier,0.8,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1201,1250,gamma cadence three,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1251,1300,none,0.42,pseudo_periodic,0.58,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1301,1350,delta cadence four,0.4,pseudo_periodic,0.62,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1351,1400,beta cadence two,0.4,pseudo_periodic,0.98,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1401,1450,none,0.78,quiet_carrier,0.78,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1451,1500,gamma cadence three,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1501,1550,none,0.62,quiet_carrier,0.62,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1551,1600,delta cadence four,0.4,pseudo_periodic,0.82,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1601,1650,gamma cadence three,0.4,pseudo_periodic,0.78,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1651,1700,none,0.58,quiet_carrier,0.58,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1701,1750,delta cadence four,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1751,1800,none,0.8,quiet_carrier,0.8,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1801,1850,beta cadence two,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1851,1900,delta cadence four,0.4,pseudo_periodic,0.58,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1901,1950,gamma cadence three,0.54,pseudo_periodic,0.62,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,1951,2000,alpha cadence one,0.4,pseudo_periodic,0.98,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2001,2050,none,0.78,quiet_carrier,0.78,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2051,2100,beta cadence two,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2101,2150,none,0.62,quiet_carrier,0.62,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2151,2200,gamma cadence three,0.4,pseudo_periodic,0.8,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2201,2250,beta cadence two,0.5,delayed_phase_echo,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2251,2300,gamma cadence three,0.48,delayed_phase_echo,0.58,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2301,2350,gamma cadence three,0.4,pseudo_periodic,1.0,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2351,2400,none,0.8,quiet_carrier,0.8,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2401,2450,delta cadence four,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2451,2500,none,0.42,pseudo_periodic,0.58,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2501,2550,alpha cadence one,0.4,pseudo_periodic,0.62,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2551,2600,gamma cadence three,0.4,pseudo_periodic,0.98,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2601,2650,gamma cadence three,0.46,cadence_interruption,0.78,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2651,2700,delta cadence four,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2701,2750,none,0.62,quiet_carrier,0.62,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2751,2800,beta cadence two,0.4,pseudo_periodic,0.82,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2801,2850,alpha cadence one,0.4,pseudo_periodic,0.78,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2851,2900,none,0.58,quiet_carrier,0.58,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2901,2950,beta cadence two,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,2951,3000,none,0.8,quiet_carrier,0.8,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3001,3050,gamma cadence three,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3051,3100,none,0.42,pseudo_periodic,0.58,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3101,3150,delta cadence four,0.4,pseudo_periodic,0.62,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3151,3200,beta cadence two,0.4,pseudo_periodic,0.98,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3201,3250,none,0.78,quiet_carrier,0.78,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3251,3300,gamma cadence three,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3301,3350,alpha cadence one,0.6,cadence_interruption,0.62,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3351,3400,alpha cadence one,0.46,pseudo_periodic,0.82,motif_holds,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3401,3450,gamma cadence three,0.4,pseudo_periodic,0.78,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3451,3500,none,0.58,quiet_carrier,0.58,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3501,3550,gamma cadence three,0.5,delayed_phase_echo,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3551,3600,delta cadence four,0.5,delayed_phase_echo,0.58,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3601,3650,beta cadence two,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3651,3700,none,0.42,pseudo_periodic,0.58,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3701,3750,gamma cadence three,0.4,pseudo_periodic,0.62,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3751,3800,alpha cadence one,0.4,pseudo_periodic,0.98,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3801,3850,none,0.78,quiet_carrier,0.78,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3851,3900,beta cadence two,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3901,3950,none,0.62,quiet_carrier,0.62,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,3951,4000,gamma cadence three,0.4,pseudo_periodic,0.82,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4001,4050,alpha cadence one,0.44,pseudo_periodic,0.78,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4051,4100,alpha cadence one,0.52,pseudo_periodic,0.42,motif_holds,weak_or_fragmented_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4101,4150,gamma cadence three,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4151,4200,none,0.8,quiet_carrier,0.8,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4201,4250,delta cadence four,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4251,4300,none,0.42,pseudo_periodic,0.58,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4301,4350,alpha cadence one,0.4,pseudo_periodic,0.62,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4351,4400,gamma cadence three,0.4,pseudo_periodic,0.98,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4401,4450,none,0.78,quiet_carrier,0.78,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4451,4500,delta cadence four,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4501,4550,none,0.62,quiet_carrier,0.62,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4551,4600,beta cadence two,0.4,pseudo_periodic,0.82,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4601,4650,alpha cadence one,0.4,pseudo_periodic,0.78,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4651,4700,none,0.58,quiet_carrier,0.58,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4701,4750,beta cadence two,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4751,4800,none,0.6,quiet_carrier,0.6,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4801,4850,alpha cadence one,0.5,delayed_phase_echo,1.0,motif_shifts,locally_stable_cadence,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4851,4900,beta cadence two,0.48,delayed_phase_echo,0.58,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4901,4950,delta cadence four,0.4,pseudo_periodic,0.62,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,4951,5000,beta cadence two,0.4,pseudo_periodic,0.98,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,5001,5050,none,0.78,quiet_carrier,0.78,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,5051,5100,gamma cadence three,0.4,pseudo_periodic,1.0,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,5101,5150,none,0.62,quiet_carrier,0.62,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,5151,5200,delta cadence four,0.4,pseudo_periodic,0.82,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,5201,5250,gamma cadence three,0.4,pseudo_periodic,0.78,motif_shifts,mixed_cadence_pressure,cadence_diagnostic_not_residual_admission
pseudo_periodic_drift_v1,50,5251,5300,none,0.58,quiet_carrier,0.58,motif_shifts,quiet_carrier,cadence_diagnostic_not_residual_admission
