from_window_size,to_window_size,from_segment,to_segment,from_dominant,to_dominant,from_interval,to_interval,overlap_lines,from_overlap_count,to_overlap_count,relation_type,relation_note
100,150,1,1,middle,middle,1-700,1-600,600,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
100,150,1,2,middle,stable,1-700,601-2850,100,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
100,150,2,2,stable,stable,701-2900,601-2850,2150,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
100,150,2,3,stable,residual,701-2900,2851-3150,50,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
100,150,3,3,residual,residual,2901-3200,2851-3150,250,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
100,150,3,4,residual,stable,2901-3200,3151-5100,50,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
100,150,5,5,middle,middle,5101-5500,5101-5400,300,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
100,150,5,6,middle,stable,5101-5500,5401-5850,100,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
100,150,7,6,residual,stable,5801-5900,5401-5850,50,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
100,150,7,7,residual,middle,5801-5900,5851-6150,50,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
100,150,8,7,middle,middle,5901-6200,5851-6150,250,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
100,150,8,8,middle,stable,5901-6200,6151-7350,50,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
100,150,9,8,stable,stable,6201-7400,6151-7350,1150,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
100,150,9,9,stable,residual,6201-7400,7351-7800,50,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
100,150,11,10,stable,stable,7801-21100,7801-21000,13200,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
100,150,11,11,stable,residual,7801-21100,21001-21450,100,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
100,150,13,11,stable,residual,21401-23400,21001-21450,50,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
100,150,13,12,stable,stable,21401-23400,21451-23400,1950,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
100,150,1,2,middle,stable,1-700,601-2850,100,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
100,150,2,2,stable,stable,701-2900,601-2850,2150,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
100,150,2,3,stable,residual,701-2900,2851-3150,50,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
100,150,3,3,residual,residual,2901-3200,2851-3150,250,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
100,150,3,4,residual,stable,2901-3200,3151-5100,50,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
100,150,4,4,stable,stable,3201-5100,3151-5100,1900,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
100,150,5,6,middle,stable,5101-5500,5401-5850,100,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
100,150,6,6,stable,stable,5501-5800,5401-5850,300,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
100,150,7,6,residual,stable,5801-5900,5401-5850,50,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
100,150,7,7,residual,middle,5801-5900,5851-6150,50,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
100,150,8,7,middle,middle,5901-6200,5851-6150,250,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
100,150,8,8,middle,stable,5901-6200,6151-7350,50,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
100,150,9,8,stable,stable,6201-7400,6151-7350,1150,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
100,150,9,9,stable,residual,6201-7400,7351-7800,50,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
100,150,10,9,residual,residual,7401-7800,7351-7800,400,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
100,150,11,11,stable,residual,7801-21100,21001-21450,100,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
100,150,12,11,residual,residual,21101-21400,21001-21450,300,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
100,150,13,11,stable,residual,21401-23400,21001-21450,50,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
100,150,14,13,residual,residual,23401-24100,23401-24150,700,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
100,150,15,13,stable,residual,24101-25567,23401-24150,50,1,1,recolored_overlap,observer-side overlap relation under adjacent constitution transition
100,150,15,14,stable,stable,24101-25567,24151-25567,1417,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
150,200,3,2,residual,stable,2851-3150,601-3000,150,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
150,200,3,3,residual,residual,2851-3150,3001-3200,150,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
150,200,4,3,stable,residual,3151-5100,3001-3200,50,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
150,200,4,4,stable,stable,3151-5100,3201-5200,1900,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
150,200,5,4,middle,stable,5101-5400,3201-5200,100,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
150,200,5,5,middle,middle,5101-5400,5201-5400,200,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
150,200,6,6,stable,stable,5401-5850,5401-5800,400,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
150,200,6,7,stable,middle,5401-5850,5801-6200,50,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
150,200,8,7,stable,middle,6151-7350,5801-6200,50,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
150,200,8,8,stable,stable,6151-7350,6201-7400,1150,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
150,200,9,8,residual,stable,7351-7800,6201-7400,50,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
150,200,9,9,residual,residual,7351-7800,7401-7800,400,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
150,200,11,11,residual,residual,21001-21450,21001-21400,400,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
150,200,11,12,residual,stable,21001-21450,21401-23400,50,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
150,200,13,13,residual,residual,23401-24150,23401-24000,600,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
150,200,13,14,residual,stable,23401-24150,24001-25567,150,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
150,200,2,2,stable,stable,601-2850,601-3000,2250,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
150,200,3,2,residual,stable,2851-3150,601-3000,150,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
150,200,3,3,residual,residual,2851-3150,3001-3200,150,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
150,200,4,3,stable,residual,3151-5100,3001-3200,50,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
150,200,4,4,stable,stable,3151-5100,3201-5200,1900,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
150,200,5,4,middle,stable,5101-5400,3201-5200,100,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
150,200,6,7,stable,middle,5401-5850,5801-6200,50,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
150,200,7,7,middle,middle,5851-6150,5801-6200,300,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
150,200,8,7,stable,middle,6151-7350,5801-6200,50,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
150,200,8,8,stable,stable,6151-7350,6201-7400,1150,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
150,200,9,8,residual,stable,7351-7800,6201-7400,50,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
150,200,11,12,residual,stable,21001-21450,21401-23400,50,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
150,200,12,12,stable,stable,21451-23400,21401-23400,1950,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
150,200,13,14,residual,stable,23401-24150,24001-25567,150,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
150,200,14,14,stable,stable,24151-25567,24001-25567,1417,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
150,200,1,1,middle,middle,1-600,1-600,600,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
150,200,10,10,stable,stable,7801-21000,7801-21000,13200,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
200,250,2,1,stable,middle,601-3000,1-750,150,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
200,250,2,2,stable,stable,601-3000,751-3000,2250,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
200,250,4,3,stable,residual,3201-5200,3001-3250,50,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
200,250,4,4,stable,stable,3201-5200,3251-5250,1950,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
200,250,5,4,middle,stable,5201-5400,3251-5250,50,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
200,250,5,5,middle,middle,5201-5400,5251-5500,150,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
200,250,6,5,stable,middle,5401-5800,5251-5500,100,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
200,250,6,6,stable,stable,5401-5800,5501-5750,250,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
200,250,6,7,stable,middle,5401-5800,5751-6250,50,3,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
200,250,8,7,stable,middle,6201-7400,5751-6250,50,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
200,250,8,8,stable,stable,6201-7400,6251-7500,1150,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
200,250,9,8,residual,stable,7401-7800,6251-7500,100,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
200,250,9,9,residual,residual,7401-7800,7501-7750,250,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
200,250,9,10,residual,stable,7401-7800,7751-21000,50,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
200,250,12,11,stable,residual,21401-23400,21001-21500,100,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
200,250,12,12,stable,stable,21401-23400,21501-23500,1900,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
200,250,13,12,residual,stable,23401-24000,21501-23500,100,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
200,250,13,13,residual,residual,23401-24000,23501-24000,500,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
200,250,1,1,middle,middle,1-600,1-750,600,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
200,250,2,1,stable,middle,601-3000,1-750,150,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
200,250,3,3,residual,residual,3001-3200,3001-3250,200,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
200,250,4,3,stable,residual,3201-5200,3001-3250,50,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
200,250,4,4,stable,stable,3201-5200,3251-5250,1950,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
200,250,5,4,middle,stable,5201-5400,3251-5250,50,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
200,250,5,5,middle,middle,5201-5400,5251-5500,150,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
200,250,6,5,stable,middle,5401-5800,5251-5500,100,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
200,250,6,7,stable,middle,5401-5800,5751-6250,50,3,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
200,250,7,7,middle,middle,5801-6200,5751-6250,400,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
200,250,8,7,stable,middle,6201-7400,5751-6250,50,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
200,250,8,8,stable,stable,6201-7400,6251-7500,1150,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
200,250,9,8,residual,stable,7401-7800,6251-7500,100,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
200,250,9,10,residual,stable,7401-7800,7751-21000,50,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
200,250,10,10,stable,stable,7801-21000,7751-21000,13200,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
200,250,11,11,residual,residual,21001-21400,21001-21500,400,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
200,250,12,11,stable,residual,21401-23400,21001-21500,100,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
200,250,12,12,stable,stable,21401-23400,21501-23500,1900,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
200,250,13,12,residual,stable,23401-24000,21501-23500,100,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
200,250,14,14,stable,stable,24001-25567,24001-25567,1567,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
250,350,2,2,stable,stable,751-3000,701-2800,2050,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
250,350,2,3,stable,residual,751-3000,2801-3150,200,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
250,350,3,3,residual,residual,3001-3250,2801-3150,150,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
250,350,3,4,residual,stable,3001-3250,3151-5250,100,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
250,350,6,5,stable,middle,5501-5750,5251-5600,100,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
250,350,6,6,stable,stable,5501-5750,5601-5950,150,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
250,350,7,6,middle,stable,5751-6250,5601-5950,200,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
250,350,7,7,middle,middle,5751-6250,5951-6300,300,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
250,350,8,7,stable,middle,6251-7500,5951-6300,50,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
250,350,8,8,stable,stable,6251-7500,6301-7350,1050,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
250,350,8,9,stable,residual,6251-7500,7351-7700,150,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
250,350,9,9,residual,residual,7501-7750,7351-7700,200,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
250,350,9,10,residual,stable,7501-7750,7701-21000,50,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
250,350,11,11,residual,residual,21001-21500,21001-21350,350,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
250,350,11,12,residual,stable,21001-21500,21351-23450,150,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
250,350,14,13,stable,residual,24001-25567,23451-24150,150,2,3,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
250,350,14,14,stable,stable,24001-25567,24151-25567,1417,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
250,350,2,3,stable,residual,751-3000,2801-3150,200,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
250,350,3,3,residual,residual,3001-3250,2801-3150,150,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
250,350,3,4,residual,stable,3001-3250,3151-5250,100,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
250,350,4,4,stable,stable,3251-5250,3151-5250,2000,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
250,350,5,5,middle,middle,5251-5500,5251-5600,250,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
250,350,6,5,stable,middle,5501-5750,5251-5600,100,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
250,350,6,6,stable,stable,5501-5750,5601-5950,150,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
250,350,7,6,middle,stable,5751-6250,5601-5950,200,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
250,350,7,7,middle,middle,5751-6250,5951-6300,300,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
250,350,8,7,stable,middle,6251-7500,5951-6300,50,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
250,350,8,9,stable,residual,6251-7500,7351-7700,150,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
250,350,9,9,residual,residual,7501-7750,7351-7700,200,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
250,350,9,10,residual,stable,7501-7750,7701-21000,50,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
250,350,10,10,stable,stable,7751-21000,7701-21000,13250,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
250,350,11,12,residual,stable,21001-21500,21351-23450,150,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
250,350,12,12,stable,stable,21501-23500,21351-23450,1950,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
250,350,13,13,residual,residual,23501-24000,23451-24150,500,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
250,350,14,13,stable,residual,24001-25567,23451-24150,150,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
250,350,1,1,middle,middle,1-750,1-700,700,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
250,350,1,2,middle,stable,1-750,701-2800,50,1,1,recolored_overlap,observer-side overlap relation under adjacent constitution transition
350,500,1,1,middle,middle,1-700,1-500,500,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
350,500,1,2,middle,stable,1-700,501-5000,200,2,4,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
350,500,4,2,stable,stable,3151-5250,501-5000,1850,2,4,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
350,500,4,3,stable,middle,3151-5250,5001-5500,250,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
350,500,5,3,middle,middle,5251-5600,5001-5500,250,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
350,500,5,4,middle,stable,5251-5600,5501-21000,100,2,6,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
350,500,12,5,stable,residual,21351-23450,21001-21500,150,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
350,500,12,6,stable,stable,21351-23450,21501-23500,1950,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
350,500,13,7,residual,residual,23451-24150,23501-24000,500,2,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
350,500,13,8,residual,stable,23451-24150,24001-25567,150,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
350,500,1,2,middle,stable,1-700,501-5000,200,2,4,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
350,500,2,2,stable,stable,701-2800,501-5000,2100,1,4,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
350,500,3,2,residual,stable,2801-3150,501-5000,350,1,4,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
350,500,4,2,stable,stable,3151-5250,501-5000,1850,2,4,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
350,500,4,3,stable,middle,3151-5250,5001-5500,250,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
350,500,5,3,middle,middle,5251-5600,5001-5500,250,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
350,500,5,4,middle,stable,5251-5600,5501-21000,100,2,6,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
350,500,6,4,stable,stable,5601-5950,5501-21000,350,1,6,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
350,500,7,4,middle,stable,5951-6300,5501-21000,350,1,6,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
350,500,8,4,stable,stable,6301-7350,5501-21000,1050,1,6,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
350,500,9,4,residual,stable,7351-7700,5501-21000,350,1,6,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
350,500,10,4,stable,stable,7701-21000,5501-21000,13300,1,6,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
350,500,11,5,residual,residual,21001-21350,21001-21500,350,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
350,500,12,5,stable,residual,21351-23450,21001-21500,150,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
350,500,13,8,residual,stable,23451-24150,24001-25567,150,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
350,500,14,8,stable,stable,24151-25567,24001-25567,1417,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
500,750,2,1,stable,middle,501-5000,1-750,250,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
500,750,2,2,stable,stable,501-5000,751-23250,4250,2,5,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
500,750,6,2,stable,stable,21501-23500,751-23250,1750,2,5,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
500,750,6,3,stable,residual,21501-23500,23251-24000,250,2,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
500,750,1,1,middle,middle,1-500,1-750,500,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
500,750,2,1,stable,middle,501-5000,1-750,250,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
500,750,2,2,stable,stable,501-5000,751-23250,4250,2,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
500,750,3,2,middle,stable,5001-5500,751-23250,500,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
500,750,4,2,stable,stable,5501-21000,751-23250,15500,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
500,750,5,2,residual,stable,21001-21500,751-23250,500,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
500,750,6,2,stable,stable,21501-23500,751-23250,1750,2,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
500,750,6,3,stable,residual,21501-23500,23251-24000,250,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
500,750,7,3,residual,residual,23501-24000,23251-24000,500,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
500,750,8,4,stable,stable,24001-25567,24001-25567,1567,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
750,1000,2,1,stable,middle,751-23250,1-1000,250,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
750,1000,2,2,stable,stable,751-23250,1001-23000,22000,3,1,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
750,1000,2,3,stable,residual,751-23250,23001-24000,250,3,2,one_to_many_split,one prior segment overlaps multiple wider-constitution segments
750,1000,1,1,middle,middle,1-750,1-1000,750,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
750,1000,2,1,stable,middle,751-23250,1-1000,250,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
750,1000,2,3,stable,residual,751-23250,23001-24000,250,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
750,1000,3,3,residual,residual,23251-24000,23001-24000,750,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
750,1000,4,4,stable,stable,24001-25567,24001-25567,1567,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
1000,1500,1,1,middle,stable,1-1000,1-25567,1000,1,4,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
1000,1500,2,1,stable,stable,1001-23000,1-25567,22000,1,4,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
1000,1500,3,1,residual,stable,23001-24000,1-25567,1000,1,4,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
1000,1500,4,1,stable,stable,24001-25567,1-25567,1567,1,4,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
1500,2000,1,1,stable,stable,1-25567,1-25567,25567,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
2000,3000,1,1,stable,stable,1-25567,1-25567,25567,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
3000,4000,1,1,stable,stable,1-25567,1-25567,25567,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
4000,5000,1,1,stable,stable,1-25567,1-25567,25567,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
5000,7000,1,1,stable,stable,1-25567,1-25567,25567,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
7000,10000,1,1,stable,stable,1-25567,1-25567,25567,1,1,one_to_one_continuation,observer-side overlap relation under adjacent constitution transition
