hour_index,aggregate_load
5843,1348287.000000
5844,1397717.000000
5845,1461108.000000
5846,1504221.000000
5847,1525111.000000
5848,1534115.000000
5849,1535250.000000
5850,1508335.000000
5851,1463558.000000
5852,1457822.000000
5853,1403679.000000
5854,1287529.000000
5855,1088397.000000
5856,694931.000000
5857,529219.000000
5858,502168.000000
5859,468970.000000
5860,454140.000000
5861,467544.000000
5862,521850.000000
5863,579295.000000
5864,623456.000000
5865,901881.000000
5866,1257559.000000
5867,1368709.000000
5868,1443894.000000
5869,1479984.000000
5870,1499450.000000
5871,1506288.000000
5872,1496807.000000
5873,1492478.000000
5874,1494903.000000
5875,1458463.000000
5876,1425853.000000
5877,1351392.000000
5878,1231718.000000
5879,1029774.000000
5880,724238.000000
5881,526743.000000
5882,507754.000000
5883,484055.000000
5884,444135.000000
5885,459740.000000
5886,518065.000000
5887,568776.000000
5888,611249.000000
5889,995973.000000
5890,1245362.000000
5891,1366731.000000
5892,1434933.000000
5893,1476066.000000
5894,1445619.000000
5895,1455001.000000
5896,1451210.000000
5897,1437336.000000
5898,1447663.000000
5899,1397218.000000
5900,1358454.000000
5901,1313222.000000
5902,1166410.000000
5903,924365.000000
5904,633879.000000
5905,513823.000000
5906,496210.000000
5907,477847.000000
5908,462227.000000
5909,481619.000000
5910,535047.000000
5911,593687.000000
5912,638710.000000
5913,970405.000000
5914,1223604.000000
5915,1337354.000000
5916,1395631.000000
5917,1461640.000000
5918,1456018.000000
5919,1458370.000000
5920,1465393.000000
5921,1463401.000000
5922,1434226.000000
5923,1393219.000000
5924,1404314.000000
5925,1320219.000000
5926,1178330.000000
5927,965063.000000
5928,671740.000000
5929,530447.000000
5930,509874.000000
5931,486437.000000
5932,470472.000000
5933,476288.000000
5934,545495.000000
5935,596009.000000
5936,648145.000000
5937,960401.000000
5938,1225732.000000
5939,1336322.000000
5940,1401553.000000
5941,1504047.000000
5942,1473581.000000
5943,1479843.000000
5944,1512338.000000
5945,1492711.000000
5946,1464249.000000
5947,1434450.000000
5948,1405422.000000
5949,1355315.000000
5950,1203148.000000
5951,974172.000000
5952,646232.000000
5953,533532.000000
5954,507226.000000
5955,487686.000000
5956,466601.000000
5957,484020.000000
5958,535091.000000
5959,597824.000000
5960,643233.000000
5961,982992.000000
5962,1258472.000000
5963,1377879.000000
5964,1431272.000000
5965,1481223.000000
5966,1498054.000000
5967,1527142.000000
5968,1522234.000000
5969,1518756.000000
5970,1497218.000000
5971,1442333.000000
5972,1427590.000000
5973,1405013.000000
5974,1283703.000000
5975,1016047.000000
5976,681044.000000
5977,540499.000000
5978,518034.000000
5979,493139.000000
5980,470624.000000
5981,481872.000000
5982,534983.000000
5983,608773.000000
5984,655166.000000
5985,1060571.000000
5986,1294255.000000
5987,1413671.000000
5988,1456643.000000
5989,1516096.000000
5990,1537232.000000
5991,1557588.000000
5992,1566899.000000
5993,1573768.000000
5994,1538783.000000
5995,1501036.000000
5996,1506765.000000
5997,1457102.000000
5998,1332470.000000
5999,1070082.000000
6000,679927.000000
6001,543407.000000
6002,521237.000000
6003,495860.000000
6004,477491.000000
6005,499527.000000
6006,564836.000000
6007,620962.000000
6008,672142.000000
6009,1119796.000000
6010,1341310.000000
6011,1428885.000000
6012,1467913.000000
6013,1521845.000000
6014,1548172.000000
6015,1542942.000000
6016,1552211.000000
6017,1546148.000000
6018,1514912.000000
6019,1440271.000000
6020,1443706.000000
6021,1417882.000000
6022,1299182.000000
6023,1064569.000000
6024,703824.000000
6025,554583.000000
6026,523595.000000
6027,485667.000000
6028,479375.000000
6029,493406.000000
6030,557377.000000
6031,603408.000000
6032,643138.000000
6033,938469.000000
6034,1167078.000000
6035,1254028.000000
6036,1356377.000000
6037,1550509.000000
6038,1490793.000000
6039,1502171.000000
6040,1500183.000000
6041,1485018.000000
6042,1491371.000000
6043,1427995.000000
6044,1439000.000000
6045,1370446.000000
6046,1254682.000000
6047,1045042.000000
6048,677405.000000
6049,547671.000000
6050,529349.000000
6051,505609.000000
6052,464034.000000
6053,479941.000000
6054,543387.000000
6055,594144.000000
6056,627568.000000
6057,1012190.000000
6058,1237969.000000
6059,1345432.000000
6060,1388735.000000
6061,1377253.000000
6062,1396522.000000
6063,1405618.000000
6064,1381496.000000
6065,1392271.000000
6066,1410762.000000
6067,1365200.000000
6068,1350492.000000
6069,1305702.000000
6070,1169373.000000
6071,914151.000000
6072,626764.000000
6073,514202.000000
6074,494408.000000
6075,476379.000000
6076,461323.000000
6077,478014.000000
6078,534441.000000
6079,600272.000000
6080,643541.000000
6081,1011880.000000
6082,1211060.000000
6083,1297985.000000
6084,1349185.000000
6085,1395508.000000
6086,1413926.000000
6087,1418362.000000
6088,1427598.000000
6089,1419314.000000
6090,1416211.000000
6091,1359582.000000
6092,1311098.000000
6093,1289925.000000
6094,1166241.000000
6095,958625.000000
6096,693144.000000
6097,546169.000000
6098,526619.000000
6099,508237.000000
6100,491994.000000
6101,506256.000000
6102,565810.000000
6103,622412.000000
6104,670919.000000
6105,1028996.000000
6106,1218439.000000
6107,1336389.000000
6108,1384204.000000
6109,1428198.000000
6110,1470117.000000
6111,1456320.000000
6112,1495297.000000
6113,1485735.000000
6114,1496318.000000
6115,1468734.000000
6116,1431400.000000
6117,1327118.000000
6118,1193201.000000
6119,993032.000000
6120,657628.000000
6121,537033.000000
6122,514975.000000
6123,497749.000000
6124,479690.000000
6125,494900.000000
6126,546808.000000
6127,612500.000000
6128,658467.000000
6129,1013637.000000
6130,1312767.000000
6131,1404331.000000
6132,1536242.000000
6133,1570257.000000
6134,1565013.000000
6135,1575134.000000
6136,1622565.000000
6137,1619650.000000
6138,1612801.000000
6139,1526340.000000
6140,1489447.000000
6141,1406509.000000
6142,1264252.000000
6143,1016302.000000
6144,637591.000000
6145,520379.000000
6146,502983.000000
6147,489680.000000
6148,469614.000000
6149,479565.000000
6150,548362.000000
6151,595589.000000
6152,642945.000000
6153,982551.000000
6154,1230278.000000
6155,1312746.000000
6156,1427604.000000
6157,1529553.000000
6158,1557281.000000
6159,1560888.000000
6160,1591304.000000
6161,1611896.000000
6162,1576116.000000
6163,1502717.000000
6164,1455684.000000
6165,1348220.000000
6166,1217406.000000
6167,978086.000000
6168,654606.000000
6169,525097.000000
6170,500622.000000
6171,480075.000000
6172,458677.000000
6173,483086.000000
6174,541797.000000
6175,596307.000000
6176,642477.000000
6177,974105.000000
6178,1240741.000000
6179,1322883.000000
6180,1413983.000000
6181,1483473.000000
6182,1501024.000000
6183,1512259.000000
6184,1524196.000000
6185,1505527.000000
6186,1472720.000000
6187,1409091.000000
6188,1404318.000000
6189,1364726.000000
6190,1240818.000000
6191,1021183.000000
6192,712728.000000
6193,545839.000000
6194,502140.000000
6195,468267.000000
6196,450103.000000
6197,465724.000000
6198,523690.000000
6199,588022.000000
6200,627958.000000
6201,986223.000000
6202,1238545.000000
6203,1411498.000000
6204,1494692.000000
6205,1525317.000000
6206,1536141.000000
6207,1545354.000000
6208,1559563.000000
6209,1551203.000000
6210,1522069.000000
6211,1447104.000000
6212,1407247.000000
6213,1366128.000000
6214,1266567.000000
6215,1058720.000000
6216,737582.000000
6217,537717.000000
6218,509154.000000
6219,484843.000000
6220,445799.000000
6221,463174.000000
6222,520414.000000
6223,577979.000000
6224,608685.000000
6225,881983.000000
6226,1226060.000000
6227,1329758.000000
6228,1387276.000000
6229,1411050.000000
6230,1345425.000000
6231,1373355.000000
6232,1384395.000000
6233,1387183.000000
6234,1386264.000000
6235,1331613.000000
6236,1336754.000000
6237,1287805.000000
6238,1148492.000000
6239,880886.000000
6240,584305.000000
6241,484538.000000
6242,469662.000000
6243,457929.000000
6244,452067.000000
6245,472110.000000
6246,532609.000000
6247,587635.000000
6248,630077.000000
6249,911163.000000
6250,1221603.000000
6251,1319030.000000
6252,1329148.000000
6253,1379676.000000
6254,1376805.000000
6255,1383566.000000
6256,1411600.000000
6257,1437090.000000
6258,1375460.000000
6259,1354695.000000
6260,1353674.000000
6261,1302362.000000
6262,1158807.000000
6263,780395.000000
6264,617887.000000
6265,525025.000000
6266,501084.000000
6267,478641.000000
6268,468210.000000
6269,484031.000000
6270,551972.000000
6271,607320.000000
6272,646100.000000
6273,998635.000000
6274,1277605.000000
6275,1330285.000000
6276,1383700.000000
6277,1432120.000000
6278,1447035.000000
6279,1446160.000000
6280,1452800.000000
6281,1454713.000000
6282,1432380.000000
6283,1400699.000000
6284,1375936.000000
6285,1310452.000000
6286,1202219.000000
6287,881605.000000
6288,662679.000000
6289,507691.000000
6290,485549.000000
6291,483664.000000
6292,468547.000000
6293,498825.000000
6294,548361.000000
6295,618263.000000
6296,656663.000000
6297,1033552.000000
6298,1236050.000000
6299,1271521.000000
6300,1350649.000000
6301,1395371.000000
6302,1407061.000000
6303,1511417.000000
6304,1505095.000000
6305,1503838.000000
6306,1485659.000000
6307,1430843.000000
6308,1418208.000000
6309,1319484.000000
6310,1189841.000000
6311,860729.000000
6312,650911.000000
6313,532567.000000
6314,489109.000000
6315,486669.000000
6316,480947.000000
6317,478323.000000
6318,547418.000000
6319,608313.000000
6320,651515.000000
6321,976983.000000
6322,1221820.000000
6323,1307716.000000
6324,1351100.000000
6325,1411722.000000
6326,1407550.000000
6327,1437863.000000
6328,1415176.000000
6329,1436698.000000
6330,1364240.000000
6331,1330305.000000
6332,1338439.000000
6333,1281352.000000
6334,1159704.000000
6335,773442.000000
6336,591910.000000
6337,502528.000000
6338,490529.000000
6339,471970.000000
6340,468849.000000
6341,487972.000000
6342,551113.000000
6343,617109.000000
6344,656287.000000
6345,1032384.000000
6346,1222388.000000
6347,1296717.000000
6348,1357222.000000
6349,1408822.000000
6350,1406142.000000
6351,1419955.000000
6352,1414492.000000
6353,1354819.000000
6354,1325833.000000
6355,1298865.000000
6356,1311136.000000
6357,1268090.000000
6358,1156508.000000
6359,820691.000000
6360,635540.000000
6361,535763.000000
6362,505903.000000
6363,472214.000000
6364,456671.000000
6365,480384.000000
6366,537336.000000
6367,605409.000000
6368,630492.000000
6369,1008538.000000
6370,1209620.000000
6371,1309867.000000
6372,1345427.000000
6373,1366779.000000
6374,1371135.000000
6375,1372308.000000
6376,1397362.000000
6377,1423617.000000
6378,1387391.000000
6379,1359765.000000
6380,1357135.000000
6381,1309310.000000
6382,1228968.000000
6383,913376.000000
6384,702320.000000
6385,569064.000000
6386,524318.000000
6387,494790.000000
6388,452360.000000
6389,473474.000000
6390,540539.000000
6391,605149.000000
6392,630859.000000
6393,975335.000000
6394,1197584.000000
6395,1288270.000000
6396,1261595.000000
6397,1303373.000000
6398,1324666.000000
6399,1333343.000000
6400,1322802.000000
6401,1318823.000000
6402,1273734.000000
6403,1243801.000000
6404,1262678.000000
6405,1213272.000000
6406,1072909.000000
6407,780531.000000
6408,575570.000000
6409,502265.000000
6410,481971.000000
6411,466724.000000
6412,464880.000000
6413,490854.000000
6414,535553.000000
6415,596959.000000
6416,625101.000000
6417,874561.000000
6418,1129880.000000
6419,1128696.000000
6420,1165221.000000
6421,1189088.000000
6422,1184872.000000
6423,1185840.000000
6424,1186571.000000
6425,1201812.000000
6426,1172184.000000
6427,1177385.000000
6428,1191133.000000
6429,1133944.000000
6430,1027148.000000
6431,803188.000000
6432,615929.000000
6433,525384.000000
6434,486695.000000
6435,466184.000000
6436,460588.000000
6437,474455.000000
6438,529791.000000
6439,601688.000000
6440,627604.000000
6441,891910.000000
6442,1057881.000000
6443,1164521.000000
6444,1114518.000000
6445,1147749.000000
6446,1158252.000000
6447,1179536.000000
6448,1168783.000000
6449,1161896.000000
6450,1152718.000000
6451,1163328.000000
6452,1200335.000000
6453,1116274.000000
6454,1009724.000000
6455,748604.000000
6456,566326.000000
6457,468372.000000
6458,455205.000000
6459,441388.000000
6460,434480.000000
6461,444676.000000
6462,504048.000000
6463,568979.000000
6464,597030.000000
6465,845504.000000
6466,1050069.000000
6467,1026674.000000
6468,1072523.000000
6469,1091252.000000
6470,1088356.000000
6471,1079627.000000
6472,1092104.000000
6473,1088240.000000
6474,1081127.000000
6475,1097499.000000
6476,1110296.000000
6477,1082971.000000
6478,972306.000000
6479,720448.000000
6480,548944.000000
6481,468909.000000
6482,478642.000000
6483,458592.000000
6484,447967.000000
6485,455917.000000
6486,509090.000000
6487,573632.000000
6488,609518.000000
6489,818853.000000
6490,973546.000000
6491,972915.000000
6492,1023429.000000
6493,1057628.000000
6494,1045279.000000
6495,1071382.000000
6496,1077826.000000
6497,1075431.000000
6498,1071574.000000
6499,1092077.000000
6500,1070236.000000
6501,1059113.000000
6502,945707.000000
6503,714519.000000
6504,553582.000000
6505,470459.000000
6506,447525.000000
6507,438027.000000
6508,428864.000000
6509,458029.000000
6510,510542.000000
6511,563694.000000
6512,598429.000000
6513,820315.000000
6514,994228.000000
6515,1031742.000000
6516,1061526.000000
6517,1066853.000000
6518,1071429.000000
6519,1060806.000000
6520,1097526.000000
6521,1081620.000000
6522,1082436.000000
6523,1100653.000000
6524,1133919.000000
6525,1084859.000000
6526,1022045.000000
6527,787363.000000
6528,608261.000000
6529,517518.000000
6530,511199.000000
6531,464533.000000
6532,448206.000000
6533,464991.000000
6534,517548.000000
6535,569844.000000
6536,608121.000000
6537,848765.000000
6538,1070016.000000
6539,1069347.000000
6540,1104786.000000
6541,1154872.000000
6542,1175886.000000
6543,1201202.000000
6544,1243284.000000
6545,1222904.000000
6546,1224459.000000
6547,1220599.000000
6548,1236177.000000
6549,1156949.000000
6550,1063524.000000
6551,779299.000000
6552,605890.000000
6553,520857.000000
6554,504618.000000
6555,476643.000000
6556,442906.000000
6557,445418.000000
6558,500286.000000
6559,562600.000000
6560,588437.000000
6561,813961.000000
6562,1050767.000000
6563,1107014.000000
6564,1162749.000000
6565,1176908.000000
6566,1166724.000000
6567,1170492.000000
6568,1198931.000000
6569,1186290.000000
6570,1155242.000000
6571,1159278.000000
6572,1150518.000000
6573,1105706.000000
6574,976253.000000
6575,675214.000000
6576,533853.000000
6577,461546.000000
6578,451087.000000
6579,434702.000000
6580,433783.000000
6581,446168.000000
6582,508815.000000
6583,566309.000000
6584,598781.000000
6585,740409.000000
6586,926483.000000
6587,1117671.000000
6588,1140060.000000
6589,1174311.000000
6590,1161193.000000
6591,1177964.000000
6592,1160736.000000
6593,1143143.000000
6594,1110812.000000
6595,1135787.000000
6596,1143148.000000
6597,1098777.000000
6598,972598.000000
6599,710541.000000
6600,551418.000000
6601,472579.000000
6602,456835.000000
6603,450255.000000
6604,440505.000000
6605,454203.000000
6606,516573.000000
6607,573000.000000
6608,602585.000000
6609,745775.000000
6610,942578.000000
6611,1118436.000000
6612,1158058.000000
6613,1157367.000000
6614,1157853.000000
6615,1170524.000000
6616,1185412.000000
6617,1171676.000000
6618,1140572.000000
6619,1159084.000000
6620,1140295.000000
6621,1099005.000000
6622,988407.000000
6623,721129.000000
6624,572573.000000
6625,477482.000000
6626,458358.000000
6627,447858.000000
6628,439014.000000
6629,448584.000000
6630,509887.000000
6631,572934.000000
6632,601629.000000
6633,750066.000000
6634,935133.000000
6635,1116376.000000
6636,1160105.000000
6637,1168639.000000
6638,1167293.000000
6639,1201274.000000
6640,1182101.000000
6641,1139443.000000
6642,1123656.000000
6643,1127454.000000
6644,1151250.000000
6645,1097129.000000
6646,993297.000000
6647,707318.000000
6648,561846.000000
6649,471776.000000
6650,455121.000000
6651,441093.000000
6652,436385.000000
6653,446573.000000
6654,501879.000000
6655,578739.000000
6656,602930.000000
6657,747363.000000
6658,937022.000000
6659,1135389.000000
6660,1179235.000000
6661,1210842.000000
6662,1207255.000000
6663,1217256.000000
6664,1213456.000000
6665,1190154.000000
6666,1180716.000000
6667,1172228.000000
6668,1166233.000000
6669,1133721.000000
6670,1028305.000000
6671,748404.000000
6672,586852.000000
6673,489242.000000
6674,463842.000000
6675,444269.000000
6676,439675.000000
6677,460200.000000
6678,507393.000000
6679,566966.000000
6680,596680.000000
6681,751642.000000
6682,965186.000000
6683,1166736.000000
6684,1224389.000000
6685,1257396.000000
6686,1268729.000000
6687,1297027.000000
6688,1262107.000000
6689,1238862.000000
6690,1204979.000000
6691,1204975.000000
6692,1206639.000000
6693,1173987.000000
6694,1037047.000000
6695,762431.000000
6696,618003.000000
6697,531127.000000
6698,499287.000000
6699,465942.000000
6700,453380.000000
6701,464925.000000
6702,521117.000000
6703,580024.000000
6704,604897.000000
6705,768343.000000
6706,1052178.000000
6707,1117897.000000
6708,1168151.000000
6709,1180579.000000
6710,1168660.000000
6711,1195271.000000
6712,1203116.000000
6713,1190768.000000
6714,1158575.000000
6715,1179430.000000
6716,1176230.000000
6717,1139438.000000
6718,1046215.000000
6719,783394.000000
6720,618754.000000
6721,527242.000000
6722,502346.000000
6723,474646.000000
6724,438876.000000
6725,449906.000000
6726,513848.000000
6727,575577.000000
6728,590655.000000
6729,762460.000000
6730,1072510.000000
6731,1157298.000000
6732,1225760.000000
6733,1255676.000000
6734,1222745.000000
6735,1235647.000000
6736,1232663.000000
6737,1204515.000000
6738,1182214.000000
6739,1186168.000000
6740,1188817.000000
6741,1144963.000000
6742,992408.000000
6743,691370.000000
6744,565883.000000
6745,492083.000000
6746,472782.000000
6747,458500.000000
6748,465954.000000
6749,476622.000000
6750,529300.000000
6751,587092.000000
6752,617240.000000
6753,761283.000000
6754,958340.000000
6755,1192765.000000
6756,1218385.000000
6757,1283413.000000
6758,1292609.000000
6759,1285327.000000
6760,1251149.000000
6761,1243319.000000
6762,1213591.000000
6763,1237264.000000
6764,1212925.000000
6765,1175950.000000
6766,1033286.000000
6767,766774.000000
6768,610152.000000
6769,532948.000000
6770,509733.000000
6771,496313.000000
6772,490878.000000
6773,512286.000000
6774,553901.000000
6775,618435.000000
6776,649148.000000
6777,781025.000000
6778,1013186.000000
6779,1203393.000000
6780,1264267.000000
6781,1309601.000000
6782,1298786.000000
6783,1297119.000000
6784,1266146.000000
6785,1216995.000000
6786,1248948.000000
6787,1256928.000000
6788,1244854.000000
6789,1202830.000000
6790,1060270.000000
6791,754772.000000
6792,594064.000000
6793,513834.000000
6794,494103.000000
6795,472701.000000
6796,464445.000000
6797,492197.000000
6798,542348.000000
6799,603642.000000
6800,638238.000000
6801,790177.000000
6802,978020.000000
6803,1183125.000000
6804,1229996.000000
6805,1274684.000000
6806,1302289.000000
6807,1299423.000000
6808,1302736.000000
6809,1211338.000000
6810,1219346.000000
6811,1223853.000000
6812,1219225.000000
6813,1182418.000000
6814,1057089.000000
6815,750156.000000
6816,590459.000000
6817,511728.000000
6818,492682.000000
6819,473777.000000
6820,470161.000000
6821,491538.000000
6822,539056.000000
6823,601179.000000
6824,641040.000000
6825,781413.000000
6826,972815.000000
6827,1168574.000000
6828,1210332.000000
6829,1201606.000000
6830,1224117.000000
6831,1218121.000000
6832,1195721.000000
6833,1156104.000000
6834,1153880.000000
6835,1167001.000000
6836,1164175.000000
6837,1116120.000000
6838,1008248.000000
6839,730411.000000
6840,566066.000000
6841,487147.000000
6842,477049.000000
6843,461521.000000
6844,456514.000000
6845,474832.000000
6846,520385.000000
6847,586582.000000
6848,613425.000000
6849,752704.000000
6850,954704.000000
6851,1105800.000000
6852,1109064.000000
6853,1118801.000000
6854,1143546.000000
6855,1146314.000000
6856,1157218.000000
6857,1103108.000000
6858,1111954.000000
6859,1114816.000000
6860,1099565.000000
6861,1047602.000000
6862,971236.000000
6863,752212.000000
6864,594333.000000
6865,511997.000000
6866,485009.000000
6867,453685.000000
6868,428400.000000
6869,439013.000000
6870,499897.000000
6871,549056.000000
6872,574093.000000
6873,729662.000000
6874,970708.000000
6875,1049068.000000
6876,1089264.000000
6877,1083215.000000
6878,1073406.000000
6879,1095956.000000
6880,1085658.000000
6881,1088262.000000
6882,1090716.000000
6883,1106211.000000
6884,1101977.000000
6885,1060165.000000
6886,963281.000000
6887,740594.000000
6888,583708.000000
6889,491407.000000
6890,475543.000000
6891,451435.000000
6892,416945.000000
6893,439067.000000
6894,494258.000000
6895,543133.000000
6896,561816.000000
6897,727520.000000
6898,990798.000000
6899,1067329.000000
6900,1105506.000000
6901,1117856.000000
6902,1112603.000000
6903,1117660.000000
6904,1130226.000000
6905,1116953.000000
6906,1050185.000000
6907,1124717.000000
6908,1099209.000000
6909,1041782.000000
6910,919232.000000
6911,666461.000000
6912,539269.000000
6913,469050.000000
6914,448154.000000
6915,437228.000000
6916,432662.000000
6917,448979.000000
6918,492686.000000
6919,553405.000000
6920,581452.000000
6921,714128.000000
6922,879017.000000
6923,991028.000000
6924,986025.000000
6925,1003641.000000
6926,1005341.000000
6927,1027589.000000
6928,1027739.000000
6929,1019049.000000
6930,1001495.000000
6931,1052227.000000
6932,1047741.000000
6933,999710.000000
6934,912514.000000
6935,699941.000000
6936,571076.000000
6937,497287.000000
6938,477100.000000
6939,457252.000000
6940,452152.000000
6941,467681.000000
6942,503480.000000
6943,572045.000000
6944,591277.000000
6945,718849.000000
6946,881126.000000
6947,1010174.000000
6948,1026675.000000
6949,1029494.000000
6950,1044249.000000
6951,1048420.000000
6952,1047317.000000
6953,1020513.000000
6954,1030917.000000
6955,1056925.000000
6956,1065707.000000
6957,1014648.000000
6958,921531.000000
6959,694165.000000
6960,560937.000000
6961,478407.000000
6962,455273.000000
6963,439335.000000
6964,441986.000000
6965,450922.000000
6966,512267.000000
6967,567979.000000
6968,598311.000000
6969,737775.000000
6970,902558.000000
6971,990043.000000
6972,1008518.000000
6973,1021391.000000
6974,1046272.000000
6975,1063063.000000
6976,1059155.000000
6977,1019219.000000
6978,1027552.000000
6979,1087615.000000
6980,1045619.000000
6981,1010856.000000
6982,929231.000000
6983,693736.000000
6984,550608.000000
6985,469212.000000
6986,451270.000000
6987,436359.000000
6988,429760.000000
6989,445647.000000
6990,493696.000000
6991,556444.000000
6992,586029.000000
6993,728846.000000
6994,875247.000000
6995,948724.000000
6996,935126.000000
6997,944327.000000
6998,936910.000000
6999,950781.000000
7000,943261.000000
7001,927724.000000
7002,984690.000000
7003,1008841.000000
7004,989719.000000
7005,952388.000000
7006,881104.000000
7007,674653.000000
7008,538632.000000
7009,460575.000000
7010,442627.000000
7011,422932.000000
7012,415412.000000
7013,428027.000000
7014,477881.000000
7015,548526.000000
7016,573684.000000
7017,710234.000000
7018,855016.000000
7019,938736.000000
7020,951652.000000
7021,954993.000000
7022,967186.000000
7023,964167.000000
7024,965075.000000
7025,966117.000000
7026,981370.000000
7027,1024429.000000
7028,1005588.000000
7029,980455.000000
7030,902608.000000
7031,723613.000000
7032,578868.000000
7033,494282.000000
7034,462893.000000
7035,424214.000000
7036,406197.000000
7037,419999.000000
7038,473351.000000
7039,529693.000000
7040,555690.000000
7041,700001.000000
7042,873857.000000
7043,936753.000000
7044,951153.000000
7045,980267.000000
7046,967245.000000
7047,963208.000000
7048,972890.000000
7049,974231.000000
7050,973770.000000
7051,1023160.000000
7052,1010262.000000
7053,971807.000000
7054,913436.000000
7055,712246.000000
7056,568150.000000
7057,482044.000000
7058,457609.000000
7059,424961.000000
7060,392478.000000
7061,410639.000000
7062,455451.000000
7063,525145.000000
7064,534242.000000
7065,694036.000000
7066,881790.000000
7067,938313.000000
7068,953589.000000
7069,971281.000000
7070,976461.000000
7071,988633.000000
7072,1007498.000000
7073,1011676.000000
7074,1005088.000000
7075,1050591.000000
7076,1026507.000000
7077,1001359.000000
7078,919546.000000
7079,658090.000000
7080,540851.000000
7081,467780.000000
7082,449436.000000
7083,436502.000000
7084,434320.000000
7085,453166.000000
7086,498486.000000
7087,568548.000000
7088,602472.000000
7089,730667.000000
7090,894776.000000
7091,1037057.000000
7092,1047263.000000
7093,1061637.000000
7094,1070262.000000
7095,1092728.000000
7096,1102376.000000
7097,1090531.000000
7098,1044002.000000
7099,1119329.000000
7100,1086953.000000
7101,1047385.000000
7102,958665.000000
7103,731620.000000
7104,591201.000000
7105,514056.000000
7106,494666.000000
7107,472295.000000
7108,468647.000000
7109,482062.000000
7110,521631.000000
7111,586680.000000
7112,603905.000000
7113,736667.000000
7114,894537.000000
7115,1010871.000000
7116,1059547.000000
7117,1077044.000000
7118,1074997.000000
7119,1067243.000000
7120,1066967.000000
7121,1027051.000000
7122,1043770.000000
7123,1099739.000000
7124,1076021.000000
7125,1041634.000000
7126,936330.000000
7127,728572.000000
7128,590635.000000
7129,495533.000000
7130,466211.000000
7131,452557.000000
7132,448806.000000
7133,467771.000000
7134,516379.000000
7135,583431.000000
7136,603702.000000
7137,738158.000000
7138,885220.000000
7139,1008052.000000
7140,1013346.000000
7141,1018620.000000
7142,1034538.000000
7143,1019305.000000
7144,1012377.000000
7145,1006302.000000
7146,1024786.000000
7147,1069415.000000
7148,1039236.000000
7149,1000790.000000
7150,926811.000000
7151,707201.000000
7152,573027.000000
7153,493047.000000
7154,457562.000000
7155,439999.000000
7156,432571.000000
7157,454314.000000
7158,496490.000000
7159,574925.000000
7160,584413.000000
7161,708036.000000
7162,890477.000000
7163,922215.000000
7164,954155.000000
7165,995425.000000
7166,967191.000000
7167,1025216.000000
7168,1039333.000000
7169,1007579.000000
7170,1040872.000000
7171,1074714.000000
7172,1067198.000000
7173,1032967.000000
7174,933509.000000
7175,700640.000000
7176,551172.000000
7177,479058.000000
7178,466914.000000
7179,455048.000000
7180,446711.000000
7181,464836.000000
7182,520043.000000
7183,582464.000000
7184,608157.000000
7185,749201.000000
7186,907553.000000
7187,942867.000000
7188,1017767.000000
7189,1011312.000000
7190,1016555.000000
7191,1090241.000000
7192,1082883.000000
7193,1023331.000000
7194,1039789.000000
7195,1079766.000000
7196,1066102.000000
7197,1033650.000000
7198,957507.000000
7199,745325.000000
7200,598979.000000
7201,512993.000000
7202,486593.000000
7203,453006.000000
7204,430167.000000
7205,445545.000000
7206,500981.000000
7207,562747.000000
7208,584157.000000
7209,733828.000000
7210,908872.000000
7211,971457.000000
7212,984505.000000
7213,975313.000000
7214,985855.000000
7215,999620.000000
7216,1009055.000000
7217,1003059.000000
7218,988331.000000
7219,1036967.000000
7220,1024175.000000
7221,990411.000000
7222,920623.000000
7223,735374.000000
7224,586730.000000
7225,955037.000000
7226,463128.000000
7227,442575.000000
7228,417316.000000
7229,430780.000000
7230,475587.000000
7231,536209.000000
7232,553861.000000
7233,710026.000000
7234,867953.000000
7235,909482.000000
7236,908847.000000
7237,897699.000000
7238,898264.000000
7239,893730.000000
7240,926345.000000
7241,915631.000000
7242,975112.000000
7243,974159.000000
7244,951121.000000
7245,918813.000000
7246,793818.000000
7247,614524.000000
7248,513033.000000
7249,443315.000000
7250,428275.000000
7251,418940.000000
7252,426925.000000
7253,433383.000000
7254,477500.000000
7255,543559.000000
7256,571386.000000
7257,699618.000000
7258,839874.000000
7259,926347.000000
7260,976649.000000
7261,935596.000000
7262,938162.000000
7263,936528.000000
7264,936996.000000
7265,979820.000000
7266,1024547.000000
7267,1013393.000000
7268,1008906.000000
7269,968641.000000
7270,879349.000000
7271,678486.000000
7272,546676.000000
7273,461574.000000
7274,439755.000000
7275,425194.000000
7276,432625.000000
7277,436219.000000
7278,497053.000000
7279,581002.000000
7280,596033.000000
7281,723095.000000
7282,860889.000000
7283,953969.000000
7284,947876.000000
7285,963701.000000
7286,954219.000000
7287,947852.000000
7288,943441.000000
7289,962943.000000
7290,1030100.000000
7291,1024904.000000
7292,982765.000000
7293,958486.000000
7294,864323.000000
7295,671063.000000
7296,543625.000000
7297,452148.000000
7298,435685.000000
7299,418201.000000
7300,427580.000000
7301,424167.000000
7302,476677.000000
7303,550671.000000
7304,578573.000000
7305,709838.000000
7306,853143.000000
7307,877789.000000
7308,918105.000000
7309,945491.000000
7310,921972.000000
7311,932220.000000
7312,933399.000000
7313,943446.000000
7314,1019176.000000
7315,1028470.000000
7316,1006363.000000
7317,978582.000000
7318,877676.000000
7319,683205.000000
7320,553381.000000
