from_window_size,to_window_size,from_segment,to_segment,from_dominant,to_dominant,from_interval,to_interval,overlap_lines,from_overlap_count,to_overlap_count,relation_type,relation_note
25,40,3,3,residual,residual,176-1000,201-3040,800,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,4,3,stable,residual,1001-1025,201-3040,25,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,5,3,residual,residual,1026-3425,201-3040,2015,3,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,5,5,residual,residual,1026-3425,3081-4560,345,3,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,6,5,stable,residual,3426-3450,3081-4560,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,7,5,residual,residual,3451-3725,3081-4560,275,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,8,5,stable,residual,3726-3750,3081-4560,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,9,5,residual,residual,3751-4000,3081-4560,250,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,10,5,stable,residual,4001-4025,3081-4560,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,11,5,residual,residual,4026-4175,3081-4560,150,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,12,5,stable,residual,4176-4200,3081-4560,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,13,5,residual,residual,4201-4575,3081-4560,360,2,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,13,6,residual,stable,4201-4575,4561-4600,15,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,14,6,stable,stable,4576-4600,4561-4600,25,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,15,7,residual,residual,4601-4925,4601-5120,325,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,16,7,stable,residual,4926-4950,4601-5120,25,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,17,7,residual,residual,4951-5125,4601-5120,170,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,17,8,residual,stable,4951-5125,5121-5160,5,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,18,8,stable,stable,5126-5175,5121-5160,35,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,18,9,stable,residual,5126-5175,5161-8240,15,2,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,19,9,residual,residual,5176-7200,5161-8240,2025,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,20,9,stable,residual,7201-7225,5161-8240,25,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,21,9,residual,residual,7226-7875,5161-8240,650,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,22,9,stable,residual,7876-7900,5161-8240,25,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,23,9,residual,residual,7901-7950,5161-8240,50,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,24,9,stable,residual,7951-7975,5161-8240,25,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,25,9,residual,residual,7976-8250,5161-8240,265,2,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,25,10,residual,stable,7976-8250,8241-8280,10,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,26,10,stable,stable,8251-8275,8241-8280,25,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,27,10,residual,stable,8276-8700,8241-8280,5,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,27,11,residual,residual,8276-8700,8281-9640,420,2,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,28,11,stable,residual,8701-8725,8281-9640,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,29,11,residual,residual,8726-8975,8281-9640,250,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,30,11,stable,residual,8976-9000,8281-9640,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,31,11,residual,residual,9001-9175,8281-9640,175,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,32,11,stable,residual,9176-9200,8281-9640,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,33,11,residual,residual,9201-9550,8281-9640,350,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,34,11,stable,residual,9551-9575,8281-9640,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,35,11,residual,residual,9576-9650,8281-9640,65,2,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,35,12,residual,stable,9576-9650,9641-9680,10,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,36,12,stable,stable,9651-9675,9641-9680,25,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,37,12,residual,stable,9676-10125,9641-9680,5,3,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,37,14,residual,stable,9676-10125,10121-10160,5,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,38,14,stable,stable,10126-10175,10121-10160,35,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,38,15,stable,residual,10126-10175,10161-10240,15,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,39,15,residual,residual,10176-10875,10161-10240,65,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,39,17,residual,residual,10176-10875,10281-12800,595,3,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,40,17,stable,residual,10876-10900,10281-12800,25,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,41,17,residual,residual,10901-12025,10281-12800,1125,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,42,17,stable,residual,12026-12050,10281-12800,25,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,43,17,residual,residual,12051-12575,10281-12800,525,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,44,17,stable,residual,12576-12600,10281-12800,25,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,45,17,residual,residual,12601-12800,10281-12800,200,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,46,18,stable,stable,12801-12825,12801-12840,25,1,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,47,18,residual,stable,12826-14025,12801-12840,15,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,47,19,residual,residual,12826-14025,12841-15080,1185,2,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,48,19,stable,residual,14026-14050,12841-15080,25,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,49,19,residual,residual,14051-14400,12841-15080,350,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,50,19,stable,residual,14401-14425,12841-15080,25,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,51,19,residual,residual,14426-15100,12841-15080,655,2,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,51,20,residual,stable,14426-15100,15081-15120,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,52,20,stable,stable,15101-15125,15081-15120,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,52,21,stable,residual,15101-15125,15121-17640,5,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,53,21,residual,residual,15126-17650,15121-17640,2515,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,53,22,residual,stable,15126-17650,17641-17680,10,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,54,22,stable,stable,17651-17675,17641-17680,25,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,55,22,residual,stable,17676-17950,17641-17680,5,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,55,23,residual,residual,17676-17950,17681-18760,270,2,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,56,23,stable,residual,17951-17975,17681-18760,25,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,57,23,residual,residual,17976-18025,17681-18760,50,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,58,23,stable,residual,18026-18050,17681-18760,25,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,59,23,residual,residual,18051-18575,17681-18760,525,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,60,23,stable,residual,18576-18600,17681-18760,25,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,61,23,residual,residual,18601-18750,17681-18760,150,1,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,62,23,stable,residual,18751-18775,17681-18760,10,2,8,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,62,24,stable,stable,18751-18775,18761-18800,15,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,63,24,residual,stable,18776-19400,18761-18800,25,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,63,25,residual,residual,18776-19400,18801-19720,600,2,4,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,64,25,stable,residual,19401-19425,18801-19720,25,1,4,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,65,25,residual,residual,19426-19700,18801-19720,275,1,4,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,66,25,stable,residual,19701-19750,18801-19720,20,2,4,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,66,26,stable,stable,19701-19750,19721-19760,30,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,67,26,residual,stable,19751-20375,19721-19760,10,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,67,27,residual,residual,19751-20375,19761-29880,615,2,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,68,27,stable,residual,20376-20400,19761-29880,25,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,69,27,residual,residual,20401-20950,19761-29880,550,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,70,27,stable,residual,20951-20975,19761-29880,25,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,71,27,residual,residual,20976-21150,19761-29880,175,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,72,27,stable,residual,21151-21175,19761-29880,25,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,73,27,residual,residual,21176-23600,19761-29880,2425,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,74,27,stable,residual,23601-23625,19761-29880,25,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,75,27,residual,residual,23626-23850,19761-29880,225,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,76,27,stable,residual,23851-23875,19761-29880,25,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,77,27,residual,residual,23876-24425,19761-29880,550,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,78,27,stable,residual,24426-24450,19761-29880,25,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,79,27,residual,residual,24451-24525,19761-29880,75,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,80,27,stable,residual,24526-24550,19761-29880,25,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,81,27,residual,residual,24551-24900,19761-29880,350,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,82,27,stable,residual,24901-24925,19761-29880,25,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,83,27,residual,residual,24926-26000,19761-29880,1075,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,84,27,stable,residual,26001-26025,19761-29880,25,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,85,27,residual,residual,26026-26725,19761-29880,700,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,86,27,stable,residual,26726-26750,19761-29880,25,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,87,27,residual,residual,26751-27725,19761-29880,975,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,88,27,stable,residual,27726-27750,19761-29880,25,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,89,27,residual,residual,27751-27925,19761-29880,175,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,90,27,stable,residual,27926-27950,19761-29880,25,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,91,27,residual,residual,27951-28250,19761-29880,300,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,92,27,stable,residual,28251-28275,19761-29880,25,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,93,27,residual,residual,28276-29050,19761-29880,775,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,94,27,stable,residual,29051-29075,19761-29880,25,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,95,27,residual,residual,29076-29600,19761-29880,525,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,96,27,stable,residual,29601-29625,19761-29880,25,1,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,97,27,residual,residual,29626-30300,19761-29880,255,5,31,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,97,31,residual,residual,29626-30300,30041-32880,260,5,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,98,31,stable,residual,30301-30325,30041-32880,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,99,31,residual,residual,30326-31150,30041-32880,825,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,100,31,stable,residual,31151-31175,30041-32880,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,101,31,residual,residual,31176-31425,30041-32880,250,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,102,31,stable,residual,31426-31450,30041-32880,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,103,31,residual,residual,31451-32525,30041-32880,1075,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,104,31,stable,residual,32526-32550,30041-32880,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,105,31,residual,residual,32551-32625,30041-32880,75,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,106,31,stable,residual,32626-32650,30041-32880,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,107,31,residual,residual,32651-32800,30041-32880,150,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,108,31,stable,residual,32801-32825,30041-32880,25,1,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,109,31,residual,residual,32826-32900,30041-32880,55,2,13,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,109,32,residual,stable,32826-32900,32881-32920,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,110,32,stable,stable,32901-32925,32881-32920,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,110,33,stable,residual,32901-32925,32921-34680,5,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,111,33,residual,residual,32926-34675,32921-34680,1750,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,112,33,stable,residual,34676-34700,32921-34680,5,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,112,34,stable,stable,34676-34700,34681-34720,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,113,34,residual,stable,34701-34775,34681-34720,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,113,35,residual,residual,34701-34775,34721-34800,55,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,114,35,stable,residual,34776-34825,34721-34800,25,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,114,36,stable,stable,34776-34825,34801-34840,25,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,115,36,residual,stable,34826-37000,34801-34840,15,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,116,39,stable,residual,37001-37050,37041-41280,10,2,18,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,117,39,residual,residual,37051-37200,37041-41280,150,1,18,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,118,39,stable,residual,37201-37225,37041-41280,25,1,18,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,119,39,residual,residual,37226-37400,37041-41280,175,1,18,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,120,39,stable,residual,37401-37425,37041-41280,25,1,18,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,121,39,residual,residual,37426-37575,37041-41280,150,1,18,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,122,39,stable,residual,37576-37600,37041-41280,25,1,18,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,123,39,residual,residual,37601-37875,37041-41280,275,1,18,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,124,39,stable,residual,37876-37900,37041-41280,25,1,18,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,125,39,residual,residual,37901-38050,37041-41280,150,1,18,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,126,39,stable,residual,38051-38075,37041-41280,25,1,18,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,127,39,residual,residual,38076-39875,37041-41280,1800,1,18,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,128,39,stable,residual,39876-39900,37041-41280,25,1,18,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,129,39,residual,residual,39901-40150,37041-41280,250,1,18,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,130,39,stable,residual,40151-40175,37041-41280,25,1,18,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,131,39,residual,residual,40176-40625,37041-41280,450,1,18,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,132,39,stable,residual,40626-40650,37041-41280,25,1,18,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,133,39,residual,residual,40651-41300,37041-41280,630,2,18,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,133,40,residual,stable,40651-41300,41281-41320,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,134,40,stable,stable,41301-41325,41281-41320,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,134,41,stable,residual,41301-41325,41321-42720,5,2,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,135,41,residual,residual,41326-41675,41321-42720,350,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,136,41,stable,residual,41676-41700,41321-42720,25,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,137,41,residual,residual,41701-42700,41321-42720,1000,1,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,138,41,stable,residual,42701-42750,41321-42720,20,2,5,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,138,42,stable,stable,42701-42750,42721-42760,30,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,139,42,residual,stable,42751-43575,42721-42760,10,4,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,140,45,stable,residual,43576-43600,43521-45480,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,141,45,residual,residual,43601-44325,43521-45480,725,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,142,45,stable,residual,44326-44350,43521-45480,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,143,45,residual,residual,44351-44525,43521-45480,175,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,144,45,stable,residual,44526-44550,43521-45480,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,145,45,residual,residual,44551-45200,43521-45480,650,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,146,45,stable,residual,45201-45225,43521-45480,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,147,45,residual,residual,45226-45475,43521-45480,250,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,148,45,stable,residual,45476-45500,43521-45480,5,2,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,148,46,stable,stable,45476-45500,45481-45520,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,149,46,residual,stable,45501-45850,45481-45520,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,149,47,residual,residual,45501-45850,45521-49040,330,2,11,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,150,47,stable,residual,45851-45875,45521-49040,25,1,11,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,151,47,residual,residual,45876-46125,45521-49040,250,1,11,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,152,47,stable,residual,46126-46150,45521-49040,25,1,11,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,153,47,residual,residual,46151-46500,45521-49040,350,1,11,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,154,47,stable,residual,46501-46525,45521-49040,25,1,11,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,155,47,residual,residual,46526-48000,45521-49040,1475,1,11,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,156,47,stable,residual,48001-48025,45521-49040,25,1,11,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,157,47,residual,residual,48026-48475,45521-49040,450,1,11,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,158,47,stable,residual,48476-48500,45521-49040,25,1,11,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,159,47,residual,residual,48501-49050,45521-49040,540,2,11,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,159,48,residual,stable,48501-49050,49041-49080,10,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,160,48,stable,stable,49051-49075,49041-49080,25,1,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,161,48,residual,stable,49076-50225,49041-49080,5,2,3,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,161,49,residual,residual,49076-50225,49081-53720,1145,2,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,162,49,stable,residual,50226-50250,49081-53720,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,163,49,residual,residual,50251-50975,49081-53720,725,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,164,49,stable,residual,50976-51000,49081-53720,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,165,49,residual,residual,51001-51100,49081-53720,100,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,166,49,stable,residual,51101-51125,49081-53720,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,167,49,residual,residual,51126-51650,49081-53720,525,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,168,49,stable,residual,51651-51675,49081-53720,25,1,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,169,49,residual,residual,51676-54275,49081-53720,2045,3,9,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,169,51,residual,residual,51676-54275,53761-54280,515,3,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,170,51,stable,residual,54276-54300,53761-54280,5,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,170,52,stable,stable,54276-54300,54281-54320,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,171,52,residual,stable,54301-54550,54281-54320,20,2,2,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,171,53,residual,residual,54301-54550,54321-55640,230,2,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,172,53,stable,residual,54551-54575,54321-55640,25,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,173,53,residual,residual,54576-54825,54321-55640,250,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,174,53,stable,residual,54826-54850,54321-55640,25,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,175,53,residual,residual,54851-55100,54321-55640,250,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,176,53,stable,residual,55101-55125,54321-55640,25,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,177,53,residual,residual,55126-56050,54321-55640,515,3,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,177,55,residual,residual,55126-56050,55681-57000,370,3,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,178,55,stable,residual,56051-56075,55681-57000,25,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,179,55,residual,residual,56076-56125,55681-57000,50,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,180,55,stable,residual,56126-56150,55681-57000,25,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,181,55,residual,residual,56151-56600,55681-57000,450,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,182,55,stable,residual,56601-56625,55681-57000,25,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,183,55,residual,residual,56626-57000,55681-57000,375,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,184,57,stable,residual,57001-57050,57041-57960,10,2,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,185,57,residual,residual,57051-57200,57041-57960,150,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,186,57,stable,residual,57201-57225,57041-57960,25,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,187,57,residual,residual,57226-57575,57041-57960,350,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,188,57,stable,residual,57576-57600,57041-57960,25,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,189,57,residual,residual,57601-57950,57041-57960,350,1,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
25,40,190,57,stable,residual,57951-57975,57041-57960,10,2,7,many_to_one_absorption,multiple prior segments overlap one wider-constitution segment
